-0.677725118	0.156626506	0.028571429	0.5	0.645120406	1	0.073497444	-0.232284052
-0.620853081	0.156626506	0.028571429	0.5	0.596958175	0.992565056	0.073497444	-0.232284052
-0.592417062	0.156626506	0.028571429	0.5	0.523447402	0.992565056	0.073497444	-0.232284052
-0.592417062	0.156626506	0.028571429	0.5	0.34347275	0.977695167	0.042418189	0.84782933
-0.611374408	0.156626506	0.028571429	0.5	0.269961977	0.970260223	0.044121967	1
-0.601895735	0.156626506	0.028571429	0.5	0.247148289	0.962825279	0.038599377	0.694166791
-0.601895735	0.156626506	0.028571429	0.5	0.221799747	0.962825279	0.070736149	-0.234372669
-0.592417062	0.156626506	0.028571429	0.5	0.198986058	0.955390335	0.070266142	-0.540802626
-0.563981043	0.156626506	0.028571429	0.5	0.173637516	0.955390335	0.070031138	-0.540802626
-0.545023697	0.036144578	0.142857143	0.5	0.150823828	0.94795539	0.069796134	-0.540802626
-0.516587678	0.036144578	0.142857143	0.5	0.067173638	0.94795539	-0.002526291	-0.217663733
-0.507109005	0.036144578	0.142857143	0.5	-0.001267427	0.933085502	0.017155279	0.083097121
-0.488151659	0.036144578	0.142857143	0.5	-0.09252218	0.910780669	0.031960519	0.537222139
-0.431279621	0.036144578	0.142857143	0.5	-0.138149556	0.903345725	0.067739851	0.374608384
-0.393364929	0.036144578	0.142857143	0.5	-0.204055767	0.881040892	0.067034839	0.37431001
-0.336492891	0.036144578	0.142857143	0.5	-0.229404309	0.851301115	0.118030668	0.081605251
-0.336492891	0.036144578	0.142857143	0.5	-0.252217997	0.821561338	0.166852711	0.119200358
-0.383886256	0.036144578	0.142857143	0.5	-0.252217997	0.799256506	0.259326714	-0.089064598
-0.355450237	0.036144578	0.142857143	0.5	-0.272496831	0.791821561	0.231948769	-0.305087274
-0.327014218	0.036144578	0.142857143	0.5	-0.290240811	0.784386617	0.181129193	-0.512457109
-0.355450237	0.036144578	0.142857143	0.5	-0.307984791	0.769516729	0.064332295	-0.541399373
-0.317535545	0.036144578	0.142857143	0.5	-0.307984791	0.769516729	0.064214793	-0.694166791
-0.165876777	0.036144578	0.142857143	0.5	-0.384030418	0.769516729	-0.146524881	-0.434879905
-0.336492891	0.036144578	0.142857143	0.5	-0.439797212	0.75464684	-0.166088949	-0.213188125
-0.336492891	0.036144578	0.142857143	0.5	-0.470215463	0.724907063	-0.103754186	0.041623154
-0.061611374	0.036144578	0.142857143	0.5	-0.485424588	0.710037175	-0.008871394	-0.21975235
-0.109004739	0.036144578	0.142857143	0.5	-0.513307985	0.672862454	0.062569767	-0.237654781
-0.213270142	0.036144578	0.142857143	0.5	-0.520912548	0.605947955	0.122143235	-0.070267045
-0.241706161	0.036144578	0.142857143	0.5	-0.52851711	0.583643123	0.121908231	-0.070267045
-0.317535545	0.036144578	0.142857143	0.5	-0.52851711	0.583643123	0.150578697	-0.368044159
-0.36492891	0.036144578	0.142857143	0.5	-0.536121673	0.56133829	0.061042242	-0.695061913
-0.383886256	0.036144578	0.142857143	0.5	-0.561470215	0.568773234	-0.217026027	-0.775026108
-0.355450237	0.036144578	0.142857143	0.5	-0.569074778	0.546468401	-0.106397979	-0.653289572
-0.412322275	0.036144578	0.142857143	0.5	-0.569074778	0.546468401	-0.21726103	-0.775026108
-0.383886256	0.036144578	0.142857143	0.5	-0.602027883	0.524163569	-0.106691734	-0.653289572
-0.45971564	0.036144578	0.142857143	0.5	-0.604562738	0.501858736	-0.106926738	-0.653289572
-0.431279621	0.036144578	0.142857143	0.5	-0.632446134	0.501858736	-0.217789789	-0.550648963
-0.526066351	0.036144578	0.142857143	0.5	-0.632446134	0.501858736	-0.217966042	-0.775324482
-0.545023697	0.036144578	0.142857143	0.5	-0.662864385	0.479553903	-0.323541508	-0.636282262
-0.563981043	0.036144578	0.142857143	0.5	-0.662864385	0.420074349	-0.057164679	-0.5148441
-0.497630332	0.036144578	0.142857143	0.5	-0.683143219	0.353159851	-0.078491275	-0.17111741
-0.450236967	0.036144578	0.142857143	0.5	-0.675538657	0.323420074	-0.012748957	-0.222437714
-0.412322275	0.277108434	-0.142857143	0.5	-0.693282636	0.278810409	-0.108748017	-0.308369387
-0.431279621	0.277108434	-0.142857143	0.5	-0.718631179	0.26394052	-0.219904823	-0.551245711
-0.345971564	0.277108434	-0.142857143	0.5	-0.73130545	0.211895911	-0.285353387	-0.418767716
-0.45971564	0.277108434	-0.142857143	0.5	-0.754119138	0.189591078	-0.37048352	-0.481724601
-0.526066351	0.277108434	-0.142857143	0.5	-0.776932826	0.159851301	-0.370542271	-0.481724601
-0.677725118	0.277108434	-0.142857143	0.5	-0.79721166	0.130111524	-0.470536396	-0.504401014
-0.744075829	0.397590361	-0.257142857	0.5	-0.852978454	0.17472119	-0.654720639	-0.419364464
-0.800947867	0.397590361	-0.257142857	0.5	-0.873257288	0.12267658	-0.654603137	-0.419364464
-0.81042654	0.397590361	-0.257142857	0.5	-0.870722433	0.018587361	-0.569943012	-0.481724601
-0.781990521	0.518072289	-0.428571429	0.5	-0.860583016	-0.07063197	-0.2861759	-0.419662838
-0.753554502	0.518072289	-0.428571429	0.5	-0.842839037	-0.152416357	-0.221373597	-0.328957183
-0.639810427	0.518072289	-0.428571429	0.5	-0.817490494	-0.159851301	-0.154338758	-0.43995226
-0.687203791	0.518072289	-0.428571429	0.5	-0.792141952	-0.219330855	-0.154691264	-0.440250634
-0.668246445	0.518072289	-0.428571429	0.5	-0.766793409	-0.219330855	-0.060454732	-0.519021334
-0.677725118	0.518072289	-0.428571429	0.5	-0.741444867	-0.26394052	-0.155337524	-0.440549008
-0.687203791	0.518072289	-0.428571429	0.5	-0.736375158	-0.301115242	-0.223018624	-0.553334328
-0.725118483	0.518072289	-0.428571429	0.5	-0.736375158	-0.301115242	-0.327889078	-0.636879009
-0.753554502	0.518072289	-0.428571429	0.5	-0.728770596	-0.338289963	-0.471770166	-0.66940176
-0.781990521	0.518072289	-0.428571429	0.5	-0.728770596	-0.338289963	-0.471770166	-0.83470088
-0.725118483	0.518072289	-0.428571429	0.5	-0.721166033	-0.375464684	-0.471770166	-0.66940176
-0.706161137	0.518072289	-0.428571429	0.5	-0.721166033	-0.375464684	-0.471770166	-0.83470088
-0.687203791	0.518072289	-0.428571429	0.5	-0.708491762	-0.412639405	-0.471770166	-0.66940176
-0.630331754	0.518072289	-0.428571429	0.5	-0.708491762	-0.412639405	-0.471770166	-0.83470088
-0.601895735	0.518072289	-0.428571429	0.5	-0.685678074	-0.397769517	-0.223841137	-0.776816351
-0.592417062	0.518072289	-0.428571429	0.5	-0.673003802	-0.427509294	-0.22401739	-0.776816351
-0.601895735	0.518072289	-0.428571429	0.5	-0.673003802	-0.427509294	-0.22401739	-0.776816351
-0.658767773	0.518072289	-0.428571429	0.5	-0.660329531	-0.457249071	-0.47200517	-0.66940176
-0.706161137	0.518072289	-0.428571429	0.5	-0.637515843	-0.442379182	-0.224428647	-0.777114725
-0.744075829	0.518072289	-0.428571429	0.5	-0.637515843	-0.442379182	-0.224428647	-0.777114725
-0.81042654	0.518072289	-0.428571429	0.5	-0.622306717	-0.472118959	-0.224546149	-0.777114725
-0.848341232	0.518072289	-0.428571429	0.5	-0.602027883	-0.457249071	-0.224839904	-0.777114725
-0.867298578	0.518072289	-0.428571429	0.5	-0.602027883	-0.457249071	-0.224839904	-0.777114725
-0.829383886	0.518072289	-0.428571429	0.5	-0.566539924	-0.464684015	-0.113800599	-0.658660301
-0.800947867	0.518072289	-0.428571429	0.5	-0.548795944	-0.486988848	-0.32982786	-0.637177383
-0.819905213	0.518072289	-0.428571429	0.5	-0.533586819	-0.50929368	-0.374184831	-0.482321349
-0.848341232	0.518072289	-0.428571429	0.5	-0.513307985	-0.494423792	-0.330180365	-0.637177383
-0.867298578	0.590361446	-0.542857143	0	-0.495564005	-0.50929368	-0.330297867	-0.637475757
-0.829383886	0.590361446	-0.542857143	0	-0.477820025	-0.531598513	-0.330415369	-0.637475757
-0.857819905	0.590361446	-0.542857143	0	-0.439797212	-0.531598513	-0.375007344	-0.482321349
-0.829383886	0.590361446	-0.542857143	0	-0.422053232	-0.546468401	-0.375066095	-0.482321349
-0.838862559	0.590361446	-0.542857143	0	-0.384030418	-0.546468401	-0.291522237	-0.421751455
-0.791469194	0.590361446	-0.542857143	0	-0.346007605	-0.546468401	-0.291933494	-0.422049828
-0.772511848	0.686746988	-0.714285714	0	-0.305449937	-0.576208178	-0.331649139	-0.275249888
-0.772511848	0.686746988	-0.714285714	0	-0.267427123	-0.576208178	-0.332060396	-0.275249888
-0.725118483	0.686746988	-0.714285714	0	-0.247148289	-0.583643123	-0.399858998	-0.322392958
-0.6492891	0.686746988	-0.714285714	0	-0.24207858	-0.605947955	-0.473943952	-0.504102641
-0.630331754	0.686746988	-0.714285714	0	-0.219264892	-0.6133829	-0.571529287	-0.482619723
-0.620853081	0.686746988	-0.714285714	0	-0.204055767	-0.605947955	-0.474178955	-0.66940176
-0.696682464	0.759036145	-0.828571429	-0.5	-0.196451204	-0.620817844	-0.473943952	-0.66940176
-0.71563981	0.759036145	-0.828571429	-0.5	-0.181242079	-0.6133829	-0.29416603	-0.423243324
-0.744075829	0.759036145	-0.828571429	-0.5	-0.15842839	-0.620817844	-0.29416603	-0.423243324
-0.744075829	-0.686746988	0.771428571	0.8	0.949302915	0.732342007	-0.311673815	-0.266298672
-0.772511848	-0.686746988	0.771428571	0.8	0.888466413	0.739776952	-0.311673815	-0.266298672
-0.800947867	-0.686746988	0.771428571	0.8	0.827629911	0.739776952	-0.311673815	-0.266298672
-0.829383886	-0.686746988	0.885714286	0.8	0.733840304	0.732342007	-0.235943834	0.266597046
-0.838862559	-0.686746988	0.885714286	0.8	0.69581749	0.732342007	-0.205922096	0.140384902
-0.829383886	-0.686746988	0.885714286	0.8	0.634980989	0.739776952	-0.206274602	0.139489781
-0.791469194	-0.686746988	0.885714286	0.8	0.558935361	0.732342007	-0.243816462	0.037744294
